[GIN] 2025/11/29 - 15:30:54 | 200 |     553.363µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:30:54 | 200 |   18.349771ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:30:54 | 200 |   21.453401ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:30:54 | 200 |    3.728429ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:30:54 | 200 |     280.477µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:30:54 | 200 |   13.302223ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:30:54 | 200 |    1.093622ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:30:54 | 200 |    4.077764ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:30:54 | 200 |     7.43475ms |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:30:54 | 200 |     270.532µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:30:55 | 204 |       6.161µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2025/11/29 - 15:30:55 | 204 |       4.328µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2025/11/29 - 15:30:55 | 200 |     954.915µs |             ::1 | GET      "/api/me"
[GIN] 2025/11/29 - 15:30:55 | 200 |     684.631µs |             ::1 | GET      "/api/me"
[GIN] 2025/11/29 - 15:31:18 | 204 |       6.903µs |             ::1 | OPTIONS  "/api/logout"
[GIN] 2025/11/29 - 15:31:18 | 200 |    2.041729ms |             ::1 | POST     "/api/logout"
[GIN] 2025/11/29 - 15:31:19 | 401 |      43.742µs |             ::1 | GET      "/api/me"
[GIN] 2025/11/29 - 15:31:19 | 401 |      12.023µs |             ::1 | GET      "/api/me"
[GIN] 2025/11/29 - 15:31:23 | 200 |     559.064µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:23 | 200 |    2.079478ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:23 | 200 |   13.935274ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:23 | 200 |   28.039066ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:23 | 200 |     306.672µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:23 | 200 |    1.063172ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:23 | 200 |    2.889403ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:23 | 200 |   12.957836ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:23 | 200 |     291.724µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:23 | 200 |     242.399µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:26 | 200 |   14.140915ms |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:26 | 200 |   33.895545ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:26 | 200 |   32.741103ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:26 | 200 |   44.617892ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:26 | 200 |     793.829µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:26 | 200 |   18.301798ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:26 | 200 |    4.150126ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:26 | 200 |     351.997µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:26 | 200 |    3.399779ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:27 | 200 |     418.504µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:28 | 200 |    2.393698ms |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:28 | 200 |   46.699674ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:28 | 200 |     767.643µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:28 | 200 |   48.694939ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:28 | 200 |    46.21884ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:29 | 200 |   13.233912ms |             ::1 | GET      "/api/notes"
